"Date","Time","NR","PM GR","PM JU","T GR","T KL"
"06.11.10","05:30",12,14.19,14.31,7.12,12.62
"06.11.10","06:00",13,17.11,15.86,6.75,13.25
"06.11.10","06:30",14,30.64,20.95,6.33,13.03
"06.11.10","07:00",15,30.85,20.39,6.06,14.06
"06.11.10","07:30",16,31.84,18.56,5.97,13.76
"06.11.10","08:00",17,30.36,20.15,6.46,13.23
"06.11.10","08:30",18,23.48,25.3,7.51,12.89
"06.11.10","09:00",19,26.07,24.94,8.68,12.79
"06.11.10","09:30",20,37.87,23.78,9.96,12.79
"06.11.10","10:00",21,39.24,25.42,12.17,12.97
"06.11.10","10:30",22,45.62,30.74,15.21,13.24
"06.11.10","11:00",23,41.88,28.77,15.25,13.44
"06.11.10","11:30",24,24.19,22.37,15.92,13.92
"06.11.10","12:00",25,24.55,20.59,16.46,14.21
"06.11.10","12:30",26,26.22,14.9,17.17,14.38
"06.11.10","13:00",27,26.77,14.65,17.47,14.69
"06.11.10","13:30",28,29.36,13.87,17.77,14.8
"06.11.10","14:00",29,27.49,14.57,17.86,14.73
"06.11.10","14:30",30,18.84,16.85,17.72,14.73
"06.11.10","15:00",31,19.91,17.78,17.52,14.38
"06.11.10","15:30",32,24.79,20.81,17.11,14.05
"06.11.10","16:00",33,24.72,21.2,16.36,12.98
"06.11.10","16:30",34,24.39,22.44,15.71,12.46
"06.11.10","17:00",35,24.64,22.09,15.19,12.07
"06.11.10","17:30",36,25.81,20.95,14.61,11.49
"06.11.10","18:00",37,28,24.02,14.09,11.27
"06.11.10","18:30",38,37.98,33.89,13.45,11.14
"06.11.10","19:00",39,39.18,35.08,13.26,11.21
"06.11.10","19:30",40,44.66,38.91,12.89,10.9
"06.11.10","20:00",41,44.11,38.25,12.36,10.88
"06.11.10","20:30",42,41.53,36.11,11.87,10.82
"06.11.10","21:00",43,43.65,37.45,11.75,10.67
"06.11.10","21:30",44,53.34,41.79,11.35,10.67
"06.11.10","22:00",45,51.95,40.46,11.27,11.04
"06.11.10","22:30",46,45.59,36.08,11.1,11.08
"06.11.10","23:00",47,44.89,35.59,11.01,10.84
"06.11.10","23:30",48,41.65,33.96,10.7,10.82
"07.11.10","00:00",1,40.94,34.78,10.42,10.62
"07.11.10","00:30",2,37.59,37.47,10.29,10.6
"07.11.10","01:00",3,36.53,35.26,10.4,10.85
"07.11.10","01:30",4,31.62,28.23,10.6,11.01
"07.11.10","02:00",5,30.46,26.13,10.23,11.2
"07.11.10","02:30",6,25.14,19.26,8.35,11.27
"07.11.10","03:00",7,27.66,20.13,8.63,10.67
"07.11.10","03:30",8,39.09,22.93,8.73,8.94
"07.11.10","04:00",9,40.24,22.82,8.74,8.08
"07.11.10","04:30",10,45.59,22.44,8.49,8.22
"07.11.10","05:00",11,44.87,21.4,7.94,7.75
"07.11.10","05:30",12,41.6,17.94,7.97,8.26
"07.11.10","06:00",13,41.26,18.7,7.88,8.71
"07.11.10","06:30",14,39.7,21.15,7.96,8.79
"07.11.10","07:00",15,37.42,20.88,8.06,8.76
"07.11.10","07:30",16,26.63,19.97,8.57,8.98
"07.11.10","08:00",17,27.95,21.48,6.98,9.16
"07.11.10","08:30",18,34.04,26.3,7.24,9.04
"07.11.10","09:00",19,34.35,25.44,8.07,9.46
"07.11.10","09:30",20,35.78,22.58,8.77,9.68
"07.11.10","10:00",21,35.99,24.18,8.91,9.5
"07.11.10","10:30",22,36.94,29.41,9.46,7.46
"07.11.10","11:00",23,35.24,29.74,9.95,8.72
"07.11.10","11:30",24,27.37,30.79,10.17,8.95
"07.11.10","12:00",25,27.47,30.42,10.75,8.61
"07.11.10","12:30",26,27.95,29.14,11.06,8.57
"07.11.10","13:00",27,26.94,27.51,11.53,8.8
"07.11.10","13:30",28,22.24,22.21,11.98,9.13
"07.11.10","14:00",29,22.37,20.04,12.46,9.31
"07.11.10","14:30",30,23.01,12.94,12.55,9.7
"07.11.10","15:00",31,22.45,14.16,12.78,10.09
"07.11.10","15:30",32,19.98,18.05,12.98,10.17
"07.11.10","16:00",33,21.1,19.34,13.03,10.26
"07.11.10","16:30",34,26.28,23.66,12.75,10.38
"07.11.10","17:00",35,27.24,24.74,12.54,10.34
"07.11.10","17:30",36,31.63,28.27,12.24,10.4
"07.11.10","18:00",37,33.81,31.2,11.84,10.2
"07.11.10","18:30",38,43.55,40.64,11.64,9.95
"07.11.10","19:00",39,42.64,43.02,11.54,10
"07.11.10","19:30",40,38.35,50.87,11.29,9.89
"07.11.10","20:00",41,37.88,52.17,11.16,9.85
"07.11.10","20:30",42,35.73,56.42,10.99,9.9
"07.11.10","21:00",43,36.48,53.99,10.67,9.85
"07.11.10","21:30",44,39.91,46.27,10.39,9.58
"07.11.10","22:00",45,39.07,45.24,10.21,9.62
"07.11.10","22:30",46,35.25,41.86,10.04,9.5
"07.11.10","23:00",47,34.26,42.93,9.95,9.59
"07.11.10","23:30",48,29.69,46.47,10.09,9.71
"08.11.10","00:00",1,29.5,43.55,10.15,9.46
"08.11.10","00:30",2,28.6,34.05,9.65,9.19
"08.11.10","01:00",3,27.05,31.76,9.74,8.76
"08.11.10","01:30",4,19.96,24.31,9.78,8.43
"08.11.10","02:00",5,19.75,25.1,9.79,8.41
"08.11.10","02:30",6,18.76,27.69,9.61,8.7
"08.11.10","03:00",7,17.43,26.08,9.53,8.8
"08.11.10","03:30",8,11.32,20.83,9.48,8.99
"08.11.10","04:00",9,11.69,19.13,9.47,8.41
"08.11.10","04:30",10,13.35,13.75,9.3,8.65
"08.11.10","05:00",11,13.71,13.91,9.3,8.47
"08.11.10","05:30",12,15.33,14.42,9.39,8.56
"08.11.10","06:00",13,14.22,15.46,9.49,8.4
"08.11.10","06:30",14,9.05,18.85,9.57,8.27
"08.11.10","07:00",15,8.95,19.25,9.64,8.16
"08.11.10","07:30",16,8.5,20.5,10,8
"08.11.10","08:00",17,11.05,21.33,10.57,8.05
"08.11.10","08:30",18,22.42,24.04,10.73,7.94
"08.11.10","09:00",19,23.44,24.01,10.78,7.89
"08.11.10","09:30",20,28.13,23.91,10.96,7.85
"08.11.10","10:00",21,26.99,24.29,10.95,7.93
"08.11.10","10:30",22,21.76,25.54,11.1,8.05
"08.11.10","11:00",23,21.31,22.49,11.27,8.05
"08.11.10","11:30",24,19.23,12.52,11.26,8.02
"08.11.10","12:00",25,18.97,13.99,11.13,8.01
"08.11.10","12:30",26,17.83,18.89,11.14,8.1
"08.11.10","13:00",27,17.86,16.66,11.23,8.19
"08.11.10","13:30",28,17.99,9.36,11.32,8.25
"08.11.10","14:00",29,17.52,9.2,11.34,8.31
"08.11.10","14:30",30,15.42,8.7,11.29,8.47
"08.11.10","15:00",31,15.62,9.39,11.29,8.41
"08.11.10","15:30",32,16.49,11.66,11.41,7.75
"08.11.10","16:00",33,16.94,12.13,11.39,7.39
"08.11.10","16:30",34,19.02,13.65,10.73,7.16
"08.11.10","17:00",35,17.47,13.08,9.85,7.05
"08.11.10","17:30",36,10.42,11.25,9.83,7.2
"08.11.10","18:00",37,11.92,11.53,9.64,7.21
"08.11.10","18:30",38,18.75,12.48,9.52,7.54
"08.11.10","19:00",39,18.51,12.62,9.39,7.4
"08.11.10","19:30",40,17.42,13.06,9.41,7.02
"08.11.10","20:00",41,17.27,12.48,9.44,6.67
"08.11.10","20:30",42,16.61,10.62,9.47,6.2
"08.11.10","21:00",43,15.8,10.69,9.35,6.26
"08.11.10","21:30",44,12.06,10.91,9.18,6.12
"08.11.10","22:00",45,11.83,10.91,9.01,5.85
"08.11.10","22:30",46,10.84,10.92,8.68,5.86
"08.11.10","23:00",47,10.83,9.87,8.58,6.08
"08.11.10","23:30",48,10.81,6.34,8.18,5.64
"09.11.10","00:00",1,11.12,5.96,8.37,5.21
"09.11.10","00:30",2,12.58,4.71,8.51,5.25
"09.11.10","01:00",3,11.93,4.69,7.55,5.5
"09.11.10","01:30",4,9,4.64,7.29,5.14
"09.11.10","02:00",5,8.49,4.79,7.23,4.82
"09.11.10","02:30",6,6.14,5.28,7.11,4.55
"09.11.10","03:00",7,6.58,6.31,6.8,4.05
"09.11.10","03:30",8,8.6,9.65,6.58,3.92
"09.11.10","04:00",9,8.26,9.15,6.7,4.13
"09.11.10","04:30",10,6.71,7.55,6.44,4
"09.11.10","05:00",11,6.68,7.02,6.05,4.38
"09.11.10","05:30",12,6.53,5.27,5.79,5.17
"09.11.10","06:00",13,7.16,6.08,5.93,4.19
"09.11.10","06:30",14,10.1,8.75,5.67,4.15
"09.11.10","07:00",15,11.25,11.13,5.55,4.15
"09.11.10","07:30",16,16.44,19.08,5.57,4.31
"09.11.10","08:00",17,18.63,21.02,5.62,4.02
"09.11.10","08:30",18,28.55,27.36,5.94,4.99
"09.11.10","09:00",19,29.8,28.53,6.54,5.7
"09.11.10","09:30",20,35.54,32.28,7.47,5.78
"09.11.10","10:00",21,35.57,27.76,8.21,5.93
"09.11.10","10:30",22,35.7,12.94,8.75,6.22
"09.11.10","11:00",23,33.07,15,9.14,6.4
"09.11.10","11:30",24,20.92,21.62,9.77,6.63
"09.11.10","12:00",25,20.08,20.92,10.63,7.06
"09.11.10","12:30",26,16.28,18.59,10.61,6.99
"09.11.10","13:00",27,15.99,18.18,10.93,6.9
"09.11.10","13:30",28,14.65,16.78,10.8,6.93
"09.11.10","14:00",29,13.83,16.81,10.76,6.83
"09.11.10","14:30",30,10.1,16.94,10.75,6.89
"09.11.10","15:00",31,9.27,18.54,10.51,6.66
"09.11.10","15:30",32,5.59,23.8,9.91,6.34
"09.11.10","16:00",33,5.62,23.25,9.32,6.19
"09.11.10","16:30",34,5.78,21.52,9,6.33
"09.11.10","17:00",35,7.82,21.03,8.96,6.31
"09.11.10","17:30",36,17.14,19.42,8.83,6.19
"09.11.10","18:00",37,16.11,18.14,8.85,5.87
"09.11.10","18:30",38,11.51,13.85,8.63,5.76
"09.11.10","19:00",39,12.85,15.61,8.34,5.7
"09.11.10","19:30",40,19.04,22.42,8.06,6.06
"09.11.10","20:00",41,19.81,22.02,7.85,5.53
"09.11.10","20:30",42,23.38,20.41,7.6,4.5
"09.11.10","21:00",43,23.9,22.38,7.08,4.6
"09.11.10","21:30",44,26.28,30.15,7.02,4.86
"09.11.10","22:00",45,24.86,27.7,6.86,4.51
"09.11.10","22:30",46,18.48,18.05,6.24,4.1
"09.11.10","23:00",47,20.81,17.85,6.13,4.27
"09.11.10","23:30",48,31.59,17.02,6.14,4.54
"10.11.10","00:00",1,30.86,15.36,5.72,4.62
"10.11.10","00:30",2,27.44,8.82,5.46,4.88
"10.11.10","01:00",3,26.19,9.15,4.97,4.45
"10.11.10","01:30",4,20.49,10.46,4.61,4.25
"10.11.10","02:00",5,19.43,10.55,4.86,4.72
"10.11.10","02:30",6,14.62,10.88,5.04,4.95
"10.11.10","03:00",7,14.85,10.55,4.96,4.93
"10.11.10","03:30",8,15.91,9.22,4.54,5.56
"10.11.10","04:00",9,16.03,9.16,4.67,5.45
"10.11.10","04:30",10,16.61,8.91,4.3,5.17
"10.11.10","05:00",11,15.03,8.87,4.28,5.13
"10.11.10","05:30",12,7.98,8.72,4.5,5.56
"10.11.10","06:00",13,8.17,9.02,4.27,5.71
"10.11.10","06:30",14,9.05,10.23,4.37,5.67
"10.11.10","07:00",15,9.11,10.94,4.58,5.52
"10.11.10","07:30",16,9.38,13.82,4.59,5.12
"10.11.10","08:00",17,10.9,14.02,4.75,5.81
"10.11.10","08:30",18,17.67,14.82,5.24,5.54
"10.11.10","09:00",19,19.59,14.59,5.5,6.33
"10.11.10","09:30",20,28.16,13.65,5.46,6.62
"10.11.10","10:00",21,34.51,13.48,6.01,5.52
"10.11.10","10:30",22,62.96,12.82,6.84,6.94
"10.11.10","11:00",23,56.81,13.76,7.33,7.42
"10.11.10","11:30",24,29.27,17.51,7.01,7.36
"10.11.10","12:00",25,36.18,17.78,7.19,6.86
"10.11.10","12:30",26,67.11,18.83,7.16,6.44
"10.11.10","13:00",27,64.11,18.44,7.16,5.13
"10.11.10","13:30",28,50.5,16.94,7.19,5.5
"10.11.10","14:00",29,46.58,21.51,7.68,5.71
"10.11.10","14:30",30,29.09,39.71,8.45,5.41
"10.11.10","15:00",31,28.89,38.01,8.92,6.89
"10.11.10","15:30",32,27.92,31.44,8.99,6.13
"10.11.10","16:00",33,27.4,30.39,8.87,6.13
"10.11.10","16:30",34,25.06,26.15,8.74,6.46
"10.11.10","17:00",35,29.68,27.02,8.27,5.72
"10.11.10","17:30",36,50.72,30.46,7.59,5.96
"10.11.10","18:00",37,53.83,32.33,7.2,5.71
"10.11.10","18:30",38,67.78,39.67,6.98,6.34
"10.11.10","19:00",39,68.02,42.08,6.54,6.13
"10.11.10","19:30",40,69.09,51.52,6.32,6.57
"10.11.10","20:00",41,65.48,54.95,6.4,6.71
"10.11.10","20:30",42,48.96,68.41,6.15,5.61
"10.11.10","21:00",43,46.53,63.83,5.79,5.64
"10.11.10","21:30",44,35.65,45.84,5.78,6.32
"10.11.10","22:00",45,34.67,43.68,5.91,6.51
"10.11.10","22:30",46,30.18,35.37,5.96,6.93
"10.11.10","23:00",47,29.54,32.56,6.05,7.29
"10.11.10","23:30",48,26.56,21.31,6.26,7.23
"11.11.10","00:00",1,25.41,19.93,6.34,6.94
"11.11.10","00:30",2,20.2,14.57,6.49,6.84
"11.11.10","01:00",3,18.88,14.5,6.59,7.45
"11.11.10","01:30",4,12.96,14.24,6.2,6.94
"11.11.10","02:00",5,15.63,13.97,5.82,6.75
"11.11.10","02:30",6,27.79,12.91,5.83,6.21
"11.11.10","03:00",7,27.05,13.51,6.27,7.06
"11.11.10","03:30",8,23.72,15.88,6.24,7.36
"11.11.10","04:00",9,20.77,15.59,6.38,7.59
"11.11.10","04:30",10,7.63,14.47,6.43,7.47
"11.11.10","05:00",11,7.8,14.92,6.77,7.66
"11.11.10","05:30",12,8.59,16.69,5.52,7.79
"11.11.10","06:00",13,11.85,17.69,5.14,7.44
"11.11.10","06:30",14,26.48,21.7,5.26,6.62
"11.11.10","07:00",15,27.12,21.36,5.62,6.97
"11.11.10","07:30",16,30,20.05,5.82,7.14
"11.11.10","08:00",17,32.66,20.79,6.07,7.1
"11.11.10","08:30",18,44.55,23.64,6.38,7.24
"11.11.10","09:00",19,47.06,22.46,7.18,7.59
"11.11.10","09:30",20,58.47,17.77,8.04,7.33
"11.11.10","10:00",21,60.55,16.87,9,7.36
"11.11.10","10:30",22,69.99,13.29,9.65,7.49
"11.11.10","11:00",23,69.32,14.21,10.3,8.05
"11.11.10","11:30",24,66.29,17.77,10.71,8.31
"11.11.10","12:00",25,66.35,17.93,11.18,8.22
"11.11.10","12:30",26,66.59,18.59,11.67,8.24
"11.11.10","13:00",27,60.8,16.31,11.31,8.23
"11.11.10","13:30",28,33.94,7.45,10.38,7.63
"11.11.10","14:00",29,35.22,8.09,10.1,7.25
"11.11.10","14:30",30,41.02,10.67,10.16,7.14
"11.11.10","15:00",31,41.31,12.54,10.52,6.83
"11.11.10","15:30",32,42.59,19.77,10.62,6.86
"11.11.10","16:00",33,38.48,18.04,10.42,6.72
"11.11.10","16:30",34,19.39,11.32,10.14,6.21
"11.11.10","17:00",35,21.19,13.9,9.79,6
"11.11.10","17:30",36,29.25,23.89,9.44,6.16
"11.11.10","18:00",37,31.12,26.16,9.12,6.3
"11.11.10","18:30",38,39.46,34.98,9.01,6.27
"11.11.10","19:00",39,39.12,37.76,9,5.79
"11.11.10","19:30",40,37.58,46.92,8.96,5.56
"11.11.10","20:00",41,37.37,50.34,8.86,5.64
"11.11.10","20:30",42,36.42,61.42,8.91,5.69
"11.11.10","21:00",43,37.45,57.18,8.84,5.54
"11.11.10","21:30",44,41.92,43.25,8.71,5.39
"11.11.10","22:00",45,38.44,45.62,8.56,5.25
"11.11.10","22:30",46,22.54,53.41,8.46,5.15
"11.11.10","23:00",47,22.36,49.97,8.28,5.06
"11.11.10","23:30",48,21.56,38.53,7.84,4.82
"12.11.10","00:00",1,23.57,34.37,7.1,4.53
"12.11.10","00:30",2,32.53,20.52,6.73,4.37
"12.11.10","01:00",3,34.34,21.06,5.51,4.68
"12.11.10","01:30",4,42.76,22.84,5.22,4.73
"12.11.10","02:00",5,39.55,21.76,5.15,4.68
"12.11.10","02:30",6,25.15,18.25,5.37,4.94
"12.11.10","03:00",7,27.29,19.15,5.81,4.85
"12.11.10","03:30",8,36.87,22.09,5.94,5.01
"12.11.10","04:00",9,35.64,21.42,6.17,4.84
"12.11.10","04:30",10,29.97,19.25,6.13,5.35
"12.11.10","05:00",11,29.1,18.87,6.26,5.93
"12.11.10","05:30",12,25.15,17.61,6.22,6.01
"12.11.10","06:00",13,25.89,18.58,6.43,6.23
"12.11.10","06:30",14,29.2,21.72,6.62,6.75
"12.11.10","07:00",15,28.38,22.5,6.83,7.13
"12.11.10","07:30",16,24.64,25.04,6.94,7.25
"12.11.10","08:00",17,27.06,25.53,6.89,7.21
"12.11.10","08:30",18,37.91,27.12,7.02,7.77
"12.11.10","09:00",19,37.54,25.41,7.37,7.86
"12.11.10","09:30",20,35.84,19.68,9.26,8.14
"12.11.10","10:00",21,35.5,20.76,10.82,8.09
"12.11.10","10:30",22,33.98,24.29,12.67,9.35
"12.11.10","11:00",23,30.98,24.08,13.75,10.18
"12.11.10","11:30",24,17.57,23.37,14.21,10.47
"12.11.10","12:00",25,17.3,22.24,14.55,11.08
"12.11.10","12:30",26,16.09,18.5,15.07,11.13
"12.11.10","13:00",27,17.03,16.68,15.04,11.26
"12.11.10","13:30",28,21.3,10.71,15.14,11.46
"12.11.10","14:00",29,20.98,10.87,15.08,11.76
"12.11.10","14:30",30,19.54,11.36,14.63,12.19
"12.11.10","15:00",31,20.03,11.39,13.97,11.92
"12.11.10","15:30",32,22.29,11.45,13.86,11.16
"12.11.10","16:00",33,22.29,13.18,13.82,10.68
"12.11.10","16:30",34,22.29,18.89,13.7,10.16
"12.11.10","17:00",35,23.41,19.65,13.47,10.01
"12.11.10","17:30",36,28.3,22.15,13.24,9.92
"12.11.10","18:00",37,29.13,23.33,12.98,9.76
"12.11.10","18:30",38,32.86,27.21,12.19,9.36
"12.11.10","19:00",39,34.8,31.4,12.44,9.06
"12.11.10","19:30",40,43.51,45.58,12.12,9
"12.11.10","20:00",41,41.9,47.96,11.23,9.1
"12.11.10","20:30",42,34.82,55.91,10.39,9.12
"12.11.10","21:00",43,34.49,56.08,9.98,8.98
"12.11.10","21:30",44,33.01,56.67,9.31,8.72
"12.11.10","22:00",45,34.28,56.53,8.91,9.21
"12.11.10","22:30",46,39.99,56.06,8.91,9.55
"12.11.10","23:00",47,38.68,53.22,9.18,9.65
"12.11.10","23:30",48,32.86,43.71,9.45,9.6
"13.11.10","00:00",1,32.05,39.46,9.75,10.43
"13.11.10","00:30",2,28.33,25.76,9.69,10.61
"13.11.10","01:00",3,28.13,24.01,8.88,10.14
"13.11.10","01:30",4,27.22,18.18,8.33,9.77
"13.11.10","02:00",5,30.71,18.44,8.13,10.79
"13.11.10","02:30",6,46.05,19.36,7.73,11.44
"13.11.10","03:00",7,45.87,18.3,7.32,11.46
"13.11.10","03:30",8,45.06,14.83,7.21,10.79
"13.11.10","04:00",9,44.37,15.32,7.19,9.42
"13.11.10","04:30",10,41.25,16.94,6.86,9.27
"13.11.10","05:00",11,39.24,16.41,7.2,8.92
"13.11.10","05:30",12,30.31,14.58,6.59,9.86
"13.11.10","06:00",13,32.23,14.27,6.09,10.08
"13.11.10","06:30",14,40.83,13.25,5.78,11.21
"13.11.10","07:00",15,40.4,14.45,5.53,11.06
"13.11.10","07:30",16,38.5,18.45,5.76,10.99
"13.11.10","08:00",17,38.48,18.99,6.77,11.43
"13.11.10","08:30",18,38.39,20.81,6.48,10.97
"13.11.10","09:00",19,38.62,23.34,6.58,9.91
"13.11.10","09:30",20,39.69,31.65,6.92,10.22
"13.11.10","10:00",21,43.44,28.31,7.54,10.25
"13.11.10","10:30",22,60.18,17.3,8.8,11.25
"13.11.10","11:00",23,57.39,16.38,10.43,11.59
"13.11.10","11:30",24,44.91,13.31,11.76,12.03
"13.11.10","12:00",25,46.26,13.18,12.12,12.56
"13.11.10","12:30",26,52.39,12.77,12.36,13.07
"13.11.10","13:00",27,48.59,12.61,13.38,12.87
"13.11.10","13:30",28,31.67,12.07,14.05,13.51
"13.11.10","14:00",29,31.24,12.1,14.82,13.37
"13.11.10","14:30",30,29.3,12.21,15.47,13.28
"13.11.10","15:00",31,27.94,12.3,15.36,13.2
"13.11.10","15:30",32,21.75,12.64,15.29,13.02
"13.11.10","16:00",33,21.48,12.22,14.75,12.29
"13.11.10","16:30",34,20.28,10.84,13.88,11.43
"13.11.10","17:00",35,22.58,12.15,12.97,11.15
"13.11.10","17:30",36,32.86,16.45,12.22,10.88
"13.11.10","18:00",37,35.08,21.93,11.65,10.94
"13.11.10","18:30",38,45.05,40.48,11.1,11.39
"13.11.10","19:00",39,42.28,42.23,10.77,11.15
"13.11.10","19:30",40,30.17,48.07,10.45,11.48
"13.11.10","20:00",41,28.97,47.63,10.16,12.41
"13.11.10","20:30",42,23.49,46.2,9.79,12.03
"13.11.10","21:00",43,23.57,48.49,9.44,12.36
"13.11.10","21:30",44,23.92,56.07,9.27,12.64
"13.11.10","22:00",45,25.25,54.77,8.36,13.02
"13.11.10","22:30",46,31.17,50.42,7.86,13.8
"13.11.10","23:00",47,38.96,45.13,7.46,13.66
"13.11.10","23:30",48,74.36,27.46,7.21,12.17
"14.11.10","00:00",1,72.46,24.95,7.25,12.91
"14.11.10","00:30",2,63.65,16.73,6.9,12.85
"14.11.10","01:00",3,57.22,16.09,6.95,11.16
"14.11.10","01:30",4,28.55,13.95,6.77,10
"14.11.10","02:00",5,27.05,14.64,7.04,8.94
"14.11.10","02:30",6,20.4,16.89,7.09,7.9
"14.11.10","03:00",7,19.77,17.48,7.07,8.8
"14.11.10","03:30",8,16.94,19.4,7.2,10.34
"14.11.10","04:00",9,16.08,18.13,7.37,10.31
"14.11.10","04:30",10,12.18,13.89,6.96,9.87
"14.11.10","05:00",11,12.26,13.59,6.6,10.21
"14.11.10","05:30",12,12.63,12.59,5.37,10.03
"14.11.10","06:00",13,16.14,12.43,4.48,9.85
"14.11.10","06:30",14,31.84,11.92,3.94,9.69
"14.11.10","07:00",15,32.07,12.05,4.22,9.37
"14.11.10","07:30",16,33.11,12.46,4.49,9.1
"14.11.10","08:00",17,32.94,13.69,6.18,9.44
"14.11.10","08:30",18,32.19,17.77,8.02,10.99
"14.11.10","09:00",19,29.83,16.43,6.31,12
"14.11.10","09:30",20,19.47,12.01,6.69,12.23
"14.11.10","10:00",21,21.09,13.99,9.7,12.32
"14.11.10","10:30",22,28.34,20.59,11.16,12.34
"14.11.10","11:00",23,28.45,20.53,12.23,12.53
"14.11.10","11:30",24,28.93,20.32,13.23,12.93
"14.11.10","12:00",25,26.64,17.7,14.22,12.48
"14.11.10","12:30",26,16.55,8.83,15.03,12.88
"14.11.10","13:00",27,15.69,10.48,15.83,13.33
"14.11.10","13:30",28,11.84,15.88,16.86,14.2
"14.11.10","14:00",29,11.73,14.77,16.99,14.57
"14.11.10","14:30",30,11.25,11.11,16.97,14.52
"14.11.10","15:00",31,12.14,10.9,17.73,14.87
"14.11.10","15:30",32,16.08,10.17,17.67,14.91
"14.11.10","16:00",33,16.28,9.93,16.79,14.55
"14.11.10","16:30",34,17.19,9.12,15.32,13.9
"14.11.10","17:00",35,23.21,11.36,14.61,13.8
"14.11.10","17:30",36,50.06,18.74,13.94,13.1
"14.11.10","18:00",37,48.21,20.34,13.07,12.99
"14.11.10","18:30",38,40.14,25.65,12.41,12.86
"14.11.10","19:00",39,38.39,26.53,12.33,12.42
"14.11.10","19:30",40,30.58,29.49,11.93,12.28
"14.11.10","20:00",41,30.32,27.71,11.08,12.23
"14.11.10","20:30",42,29.14,21.84,10.63,12.1
"14.11.10","21:00",43,28.19,21.07,10.44,12.22
"14.11.10","21:30",44,23.92,18.52,10.3,12.09
"14.11.10","22:00",45,23.46,19.65,9.88,12.09
"14.11.10","22:30",46,21.44,23.42,9.58,11.91
"14.11.10","23:00",47,20.35,23.1,9.52,12.18
"14.11.10","23:30",48,15.55,22.06,9.74,12.36
"15.11.10","00:00",1,15.14,20.95,10.06,11.79
"15.11.10","00:30",2,13.27,17.3,9.69,12.01
"15.11.10","01:00",3,13.02,16.27,9.89,11.49
"15.11.10","01:30",4,11.88,12.9,9.51,11.7
"15.11.10","02:00",5,11.84,13.17,8.22,12.34
"15.11.10","02:30",6,11.66,14.12,8.24,12.46
"15.11.10","03:00",7,11.76,14.12,8.72,11
"15.11.10","03:30",8,12.22,14.11,8.4,12.56
"15.11.10","04:00",9,12.3,14.07,8.32,12.93
"15.11.10","04:30",10,12.64,13.88,8.27,13
"15.11.10","05:00",11,12.36,13.92,8.21,12.7
"15.11.10","05:30",12,11.09,14.04,8.6,12.37
"15.11.10","06:00",13,11.45,13.99,7.91,11.3
"15.11.10","06:30",14,13.05,13.85,8.41,12.38
"15.11.10","07:00",15,14.35,14.01,8.64,10.87
"15.11.10","07:30",16,20.08,14.58,8.38,10.23
"15.11.10","08:00",17,21.58,16.94,8.57,9.85
"15.11.10","08:30",18,28.15,24.96,8.81,10.4
"15.11.10","09:00",19,29.53,26.56,9.64,10.98
"15.11.10","09:30",20,35.78,31.84,10.67,12.06
"15.11.10","10:00",21,33,30.92,12,12.66
"15.11.10","10:30",22,31.69,27.79,14.11,13.12
"15.11.10","11:00",23,31.05,24.63,15.06,12.99
"15.11.10","11:30",24,28.21,14.11,15.28,13.18
"15.11.10","12:00",25,26.93,14.23,15.66,13.21
"15.11.10","12:30",26,21.31,14.6,16.58,13.8
"15.11.10","13:00",27,21.13,14.42,17.09,14.5
"15.11.10","13:30",28,20.33,13.81,17.41,14.81
"15.11.10","14:00",29,20.91,13.86,17.86,15.05
"15.11.10","14:30",30,23.57,14.04,18.11,14.68
"15.11.10","15:00",31,22.12,15.66,18.16,14.73
"15.11.10","15:30",32,15.75,21.08,18.04,14.51
"15.11.10","16:00",33,26.74,20.9,17,14.15
"15.11.10","16:30",34,75.76,20.28,16.38,13.78
"15.11.10","17:00",35,77.87,23.73,15.4,13.93
"15.11.10","17:30",36,87.3,35.34,14.35,13.33
"15.11.10","18:00",37,82.9,38.58,13.59,13.52
"15.11.10","18:30",38,63.25,49.22,12.94,13
"15.11.10","19:00",39,63.21,47.92,12.48,12.77
"15.11.10","19:30",40,63.05,43.6,11.87,12.41
"15.11.10","20:00",41,60.81,41.06,11.33,12.33
"15.11.10","20:30",42,50.97,32.67,10.9,12.34
"15.11.10","21:00",43,49.34,32.77,10.8,11.99
"15.11.10","21:30",44,42.05,33.13,10.63,11.55
"15.11.10","22:00",45,41.78,33.39,10.01,11.03
"15.11.10","22:30",46,40.62,34.27,9.63,10.95
"15.11.10","23:00",47,39.38,36.67,9.25,11.71
"15.11.10","23:30",48,33.72,44.77,9.04,11.79
"16.11.10","00:00",1,32.64,41.23,9.12,11.58
"16.11.10","00:30",2,27.72,29.55,9.04,11.72
"16.11.10","01:00",3,26.86,27.08,9.15,11.85
"16.11.10","01:30",4,23.17,18.97,8.85,11.82
"16.11.10","02:00",5,22.56,18.48,8.58,11.86
"16.11.10","02:30",6,19.87,16.8,8.51,11.83
"16.11.10","03:00",7,18.04,16.14,8.82,12.16
"16.11.10","03:30",8,9.92,13.97,8.68,11.84
"16.11.10","04:00",9,10.44,13.77,8.4,11.36
"16.11.10","04:30",10,12.67,13.12,8.22,11.16
"16.11.10","05:00",11,12.93,12.66,8.09,10.73
"16.11.10","05:30",12,14.07,11.12,7.87,9.98
"16.11.10","06:00",13,14.5,11.24,7.92,10.44
"16.11.10","06:30",14,16.44,11.58,8.18,10.74
